text,sentiment,tokens
"I went to bed at 4am and i swear every weekend my parents barge into my room, turn on the light and wake me up. Its only 9 ",0,"['i', 'went', 'to', 'bed', 'at', '4', 'am', 'and', 'i', 'swear', 'every', 'weekend', 'my', 'parents', 'barge', 'into', 'my', 'room', ',', 'turn', 'on', 'the', 'light', 'and', 'wake', 'me', 'up', '.', 'its', 'only', '9']"
"my tumblr is number 49,950 in the top 50,000 blogs. and i only have a tumblarity of 10. awwwwww ",0,"['my', 'tumblr', 'is', 'number', '49,950', 'in', 'the', 'top', '50,000', 'blogs', '.', 'and', 'i', 'only', 'have', 'a', 'tumblarity', 'of', '10', '.', 'awwwwww']"
"@RowaynW Well Q let me know you weren't coming in, hope you feel better. ",0,"['@rowaynw', 'well', 'q', 'let', 'me', 'know', 'you', 'were', ""n't"", 'coming', 'in', ',', 'hope', 'you', 'feel', 'better', '.']"
my car broke down!  i just got home--glad that d two truck driver gave me a ride home--jesus christ i dont wanna buy a new car,0,"['my', 'car', 'broke', 'down', '!', ' ', 'i', 'just', 'got', 'home', '--', 'glad', 'that', 'd', 'two', 'truck', 'driver', 'gave', 'me', 'a', 'ride', 'home', '--', 'jesus', 'christ', 'i', 'do', 'nt', 'wanna', 'buy', 'a', 'new', 'car']"
Dont care. Just wanna go home so bad.  awful. Omg.,0,"['do', 'nt', 'care', '.', 'just', 'wanna', 'go', 'home', 'so', 'bad', '.', ' ', 'awful', '.', 'omg', '.']"
"after bath.. stil waitin fur my hollyweird, my mom..why dont u reply my msg? ",0,"['after', 'bath', '..', 'stil', 'waitin', 'fur', 'my', 'hollyweird', ',', 'my', 'mom', '..', 'why', 'do', 'nt', 'u', 'reply', 'my', 'msg', '?']"
NO @nicksantino don't sing this century my love for you is wavering now ,0,"['no', '@nicksantino', 'do', ""n't"", 'sing', 'this', 'century', 'my', 'love', 'for', 'you', 'is', 'wavering', 'now']"
is about to get eminem's new album ,1,"['is', 'about', 'to', 'get', 'eminem', ""'s"", 'new', 'album']"
Just getting ready for work  Lacking energy after my two day conference!,0,"['just', 'getting', 'ready', 'for', 'work', ' ', 'lacking', 'energy', 'after', 'my', 'two', 'day', 'conference', '!']"
ribena just doesnt taste as good as i remember ,0,"['ribena', 'just', 'does', 'nt', 'taste', 'as', 'good', 'as', 'i', 'remember']"
im almost to 7000....I need 52 lovely sexy people who are willing to put up with my SHIT so that my numbers will continue 2 grow ,1,"['i', 'm', 'almost', 'to', '7000', '....', 'i', 'need', '52', 'lovely', 'sexy', 'people', 'who', 'are', 'willing', 'to', 'put', 'up', 'with', 'my', 'shit', 'so', 'that', 'my', 'numbers', 'will', 'continue', '2', 'grow']"
UGH! The coffee maker quit ,0,"['ugh', '!', 'the', 'coffee', 'maker', 'quit']"
Last day in Vegas. Unfortunately it will be spent packing up the booth instead of doing anything fun ,0,"['last', 'day', 'in', 'vegas', '.', 'unfortunately', 'it', 'will', 'be', 'spent', 'packing', 'up', 'the', 'booth', 'instead', 'of', 'doing', 'anything', 'fun']"
@Aloemilk ...  at least keep an eye on twitter i will send you a link soon ,0,"['@aloemilk', '...', ' ', 'at', 'least', 'keep', 'an', 'eye', 'on', 'twitter', 'i', 'will', 'send', 'you', 'a', 'link', 'soon']"
@misterhilary hi     Mr. Duff ,1,"['@misterhilary', 'hi', '    ', 'mr', '.', 'duff']"
"haha, ilove my friends... Goin over to Gussie's tonight to hang with her and Bailey...  ",1,"['haha', ',', 'ilove', 'my', 'friends', '...', 'goin', 'over', 'to', 'gussie', ""'s"", 'tonight', 'to', 'hang', 'with', 'her', 'and', 'bailey', '...', ' ']"
Finally seen Jeremih - Birthday Sex video. Love it ...and he is so hot ,1,"['finally', 'seen', 'jeremih', '-', 'birthday', 'sex', 'video', '.', 'love', 'it', '...', 'and', 'he', 'is', 'so', 'hot']"
@miriamparker The pigeons borrowed BEA badges like everyone else  #BEA09,1,"['@miriamparker', 'the', 'pigeons', 'borrowed', 'bea', 'badges', 'like', 'everyone', 'else', ' ', '#', 'bea09']"
Windsor Drive is leaving ,0,"['windsor', 'drive', 'is', 'leaving']"
I hate getting wasted. ,0,"['i', 'hate', 'getting', 'wasted', '.']"
"Good Night my friends! and @tommcfly, Good Night Sweet! ",1,"['good', 'night', 'my', 'friends', '!', 'and', '@tommcfly', ',', 'good', 'night', 'sweet', '!']"
@JonathanRKnight Don't suppose I could talk u into another hellish trip? How about coming up to AK after LA and before the tour starts? ,1,"['@jonathanrknight', 'do', ""n't"", 'suppose', 'i', 'could', 'talk', 'u', 'into', 'another', 'hellish', 'trip', '?', 'how', 'about', 'coming', 'up', 'to', 'ak', 'after', 'la', 'and', 'before', 'the', 'tour', 'starts', '?']"
4th slam day in a row......upset that I have to PVR 24 tonight.  Not too happy just want to sleep ,0,"['4th', 'slam', 'day', 'in', 'a', 'row', '......', 'upset', 'that', 'i', 'have', 'to', 'pvr', '24', 'tonight', '.', ' ', 'not', 'too', 'happy', 'just', 'want', 'to', 'sleep']"
has got loads of revision to do today!! ,0,"['has', 'got', 'loads', 'of', 'revision', 'to', 'do', 'today', '!', '!']"
@SarahCyrus im gonna take a nap now i think..i have a headaache ,0,"['@sarahcyrus', 'i', 'm', 'gon', 'na', 'take', 'a', 'nap', 'now', 'i', 'think', '..', 'i', 'have', 'a', 'headaache']"
@skribe Well that's comforting ,1,"['@skribe', 'well', 'that', ""'s"", 'comforting']"
The sims is addicting... Lmfao I even told my boss I needed to go home cause my sim was in the hospital having a baby he didn't buy it ,0,"['the', 'sims', 'is', 'addicting', '...', 'lmfao', 'i', 'even', 'told', 'my', 'boss', 'i', 'needed', 'to', 'go', 'home', 'cause', 'my', 'sim', 'was', 'in', 'the', 'hospital', 'having', 'a', 'baby', 'he', 'did', ""n't"", 'buy', 'it']"
@scruffypanther i love the boosh! ...it's my religion!  x,1,"['@scruffypanther', 'i', 'love', 'the', 'boosh', '!', '...', 'it', ""'s"", 'my', 'religion', '!', ' ', 'x']"
Eurgh todays going slowly + boringly if thats a word. got french + maths next followed by sex education. joy. im so tired  my teeth hurt!,0,"['eurgh', 'todays', 'going', 'slowly', '+', 'boringly', 'if', 'that', 's', 'a', 'word', '.', 'got', 'french', '+', 'maths', 'next', 'followed', 'by', 'sex', 'education', '.', 'joy', '.', 'i', 'm', 'so', 'tired', ' ', 'my', 'teeth', 'hurt', '!']"
live broadcast pa din sakin.  #jtv http://justin.tv/vleague,1,"['live', 'broadcast', 'pa', 'din', 'sakin', '.', ' ', '#', 'jtv', 'http://justin.tv/vleague']"
Okay i neeeeeed some sleep! i has to get up early again for work ,0,"['okay', 'i', 'neeeeeed', 'some', 'sleep', '!', 'i', 'has', 'to', 'get', 'up', 'early', 'again', 'for', 'work']"
I am fuckin delighted with Calum Macrimmons record!!! This music needs to be heard!!!!! ,1,"['i', 'am', 'fuckin', 'delighted', 'with', 'calum', 'macrimmons', 'record', '!', '!', '!', 'this', 'music', 'needs', 'to', 'be', 'heard', '!', '!', '!', '!', '!']"
Have made it home...but I wanna go back to Darwin! ,0,"['have', 'made', 'it', 'home', '...', 'but', 'i', 'wanna', 'go', 'back', 'to', 'darwin', '!']"
Yay! Im a hs graduate! Im gonna miss everyone  i absolutely love my seniors,0,"['yay', '!', 'i', 'm', 'a', 'hs', 'graduate', '!', 'i', 'm', 'gon', 'na', 'miss', 'everyone', ' ', 'i', 'absolutely', 'love', 'my', 'seniors']"
@JoeTaxpayerBlog - Thank you for signing up and I'm glad you figured it out. Good answer too ,1,"['@joetaxpayerblog', '-', 'thank', 'you', 'for', 'signing', 'up', 'and', 'i', ""'m"", 'glad', 'you', 'figured', 'it', 'out', '.', 'good', 'answer', 'too']"
"@judez_xo broadmeadow! thats not far from me, about 15 mins ",1,"['@judez_xo', 'broadmeadow', '!', 'that', 's', 'not', 'far', 'from', 'me', ',', 'about', '15', 'mins']"
"@AlohaArleen You can only do your job online if you're a person too, including your personal interests. The 2 are not mutually exclusive ",1,"['@alohaarleen', 'you', 'can', 'only', 'do', 'your', 'job', 'online', 'if', 'you', ""'re"", 'a', 'person', 'too', ',', 'including', 'your', 'personal', 'interests', '.', 'the', '2', 'are', 'not', 'mutually', 'exclusive']"
Hello Ginnie Springs! My friends are hanging out with you today  http://tinyurl.com/mzcpcr,1,"['hello', 'ginnie', 'springs', '!', 'my', 'friends', 'are', 'hanging', 'out', 'with', 'you', 'today', ' ', 'http://tinyurl.com/mzcpcr']"
Is getting really good at estimating his time on projects.  I should be an expert at it by... um... well eventually. ,1,"['is', 'getting', 'really', 'good', 'at', 'estimating', 'his', 'time', 'on', 'projects', '.', ' ', 'i', 'should', 'be', 'an', 'expert', 'at', 'it', 'by', '...', 'um', '...', 'well', 'eventually', '.']"
its approaching father's day... i hate my dad. ,0,"['its', 'approaching', 'father', ""'s"", 'day', '...', 'i', 'hate', 'my', 'dad', '.']"
@missgiggly One vote for Ghosts of Girlfriendï¿½s Past! ,1,"['@missgiggly', 'one', 'vote', 'for', 'ghosts', 'of', 'girlfriendï¿½s', 'past', '!']"
Goodnight all ,1,"['goodnight', 'all']"
@svnk1 sounds awful! ,0,"['@svnk1', 'sounds', 'awful', '!']"
at home ...my new home  it's good but lonely,0,"['at', 'home', '...', 'my', 'new', 'home', ' ', 'it', ""'s"", 'good', 'but', 'lonely']"
No time for Twitter lately ,0,"['no', 'time', 'for', 'twitter', 'lately']"
got a cold ,0,"['got', 'a', 'cold']"
Its been ages since I listened 2 Goldfrapp. But now I do n its amazing. ,1,"['its', 'been', 'ages', 'since', 'i', 'listened', '2', 'goldfrapp', '.', 'but', 'now', 'i', 'do', 'n', 'its', 'amazing', '.']"
I'm going to miss season 2 of True Blood ,0,"['i', ""'m"", 'going', 'to', 'miss', 'season', '2', 'of', 'true', 'blood']"
@lahboogie hahahah OMG yes! Or the ppl that come in rite when ur bout 2 close. Oh dear. The lyf of a rep. The miles I racked up on my car ,0,"['@lahboogie', 'hahahah', 'omg', 'yes', '!', 'or', 'the', 'ppl', 'that', 'come', 'in', 'rite', 'when', 'ur', 'bout', '2', 'close', '.', 'oh', 'dear', '.', 'the', 'lyf', 'of', 'a', 'rep', '.', 'the', 'miles', 'i', 'racked', 'up', 'on', 'my', 'car']"
"Sleepy, going to bed in a few minutes. Goodnight everyone! ",1,"['sleepy', ',', 'going', 'to', 'bed', 'in', 'a', 'few', 'minutes', '.', 'goodnight', 'everyone', '!']"
Casey and I are getting pizza and watching Lifetime movies! ,1,"['casey', 'and', 'i', 'are', 'getting', 'pizza', 'and', 'watching', 'lifetime', 'movies', '!']"
"Back in tampa, now with cell phone service! My back hurts and i'm sunburnt.  but still awesome.",0,"['back', 'in', 'tampa', ',', 'now', 'with', 'cell', 'phone', 'service', '!', 'my', 'back', 'hurts', 'and', 'i', ""'m"", 'sunburnt', '.', ' ', 'but', 'still', 'awesome', '.']"
@MarcusGunnebo Going to Emelie's bday-party  Maybe you get into the city later on and we can meet up? Have fun 2night ,1,"['@marcusgunnebo', 'going', 'to', 'emelie', ""'s"", 'bday', '-', 'party', ' ', 'maybe', 'you', 'get', 'into', 'the', 'city', 'later', 'on', 'and', 'we', 'can', 'meet', 'up', '?', 'have', 'fun', '2night']"
@rebeccashearing I hope you have a nice trip and have fun in gran canaria ,1,"['@rebeccashearing', 'i', 'hope', 'you', 'have', 'a', 'nice', 'trip', 'and', 'have', 'fun', 'in', 'gran', 'canaria']"
@MarilynSpoto I'll be wearing either my 95' conference champ shirt or signed Nick Anderson jersey ,1,"['@marilynspoto', 'i', ""'ll"", 'be', 'wearing', 'either', 'my', '95', ""'"", 'conference', 'champ', 'shirt', 'or', 'signed', 'nick', 'anderson', 'jersey']"
I'm so upset my neighbors trimmed there trees this past weekend and now I have no privacy! ,0,"['i', ""'m"", 'so', 'upset', 'my', 'neighbors', 'trimmed', 'there', 'trees', 'this', 'past', 'weekend', 'and', 'now', 'i', 'have', 'no', 'privacy', '!']"
"@lyndseyjane Yeah, its the lack of time to dedicate to learning something new that gets me.. maybe I should stay off twitter   nah...",1,"['@lyndseyjane', 'yeah', ',', 'its', 'the', 'lack', 'of', 'time', 'to', 'dedicate', 'to', 'learning', 'something', 'new', 'that', 'gets', 'me', '..', 'maybe', 'i', 'should', 'stay', 'off', 'twitter', '  ', 'nah', '...']"
Writing a paper and eating a skinny cow! Not bad  Waiting for &quot;Army Wives&quot; to come on tonight  Can't wait!!!!,1,"['writing', 'a', 'paper', 'and', 'eating', 'a', 'skinny', 'cow', '!', 'not', 'bad', ' ', 'waiting', 'for', '&', 'quot;army', 'wives&quot', ';', 'to', 'come', 'on', 'tonight', ' ', 'ca', ""n't"", 'wait', '!', '!', '!', '!']"
I'm just like Superman ... in that on my homeworld I am a mere mortal  -w,0,"['i', ""'m"", 'just', 'like', 'superman', '...', 'in', 'that', 'on', 'my', 'homeworld', 'i', 'am', 'a', 'mere', 'mortal', ' ', '-w']"
About to install Windows 7 on my old PC... wish me luck! ,1,"['about', 'to', 'install', 'windows', '7', 'on', 'my', 'old', 'pc', '...', 'wish', 'me', 'luck', '!']"
@Shontelle_Layne There is a limit? Awh i didn't know that.  Sing to them to persuade them. ;),0,"['@shontelle_layne', 'there', 'is', 'a', 'limit', '?', 'awh', 'i', 'did', ""n't"", 'know', 'that', '.', ' ', 'sing', 'to', 'them', 'to', 'persuade', 'them', '.', ';)']"
16 days on the trot.. Just want a lie in ,0,"['16', 'days', 'on', 'the', 'trot', '..', 'just', 'want', 'a', 'lie', 'in']"
@NancyZonneveld thanks! ,1,"['@nancyzonneveld', 'thanks', '!']"
@Michaelturnbull v easy to spend too much in Zara. I did same directly after seeing shopaholic film warning against excessive spending  ,0,"['@michaelturnbull', 'v', 'easy', 'to', 'spend', 'too', 'much', 'in', 'zara', '.', 'i', 'did', 'same', 'directly', 'after', 'seeing', 'shopaholic', 'film', 'warning', 'against', 'excessive', 'spending', ' ']"
with you. Your jst gonna make me sadder if you go ,0,"['with', 'you', '.', 'your', 'jst', 'gon', 'na', 'make', 'me', 'sadder', 'if', 'you', 'go']"
Is awake and still sick ,0,"['is', 'awake', 'and', 'still', 'sick']"
@gabysslave Morning! Yeah - big to do list today. But Tuesday already feeling much better than Monday ,1,"['@gabysslave', 'morning', '!', 'yeah', '-', 'big', 'to', 'do', 'list', 'today', '.', 'but', 'tuesday', 'already', 'feeling', 'much', 'better', 'than', 'monday']"
i want #dmb ,0,"['i', 'want', '#', 'dmb']"
@Jus10brown Thanks for tweeting about my blog!!!  More posts to come as I get everything together ,1,"['@jus10brown', 'thanks', 'for', 'tweeting', 'about', 'my', 'blog', '!', '!', '!', ' ', 'more', 'posts', 'to', 'come', 'as', 'i', 'get', 'everything', 'together']"
"http://twitpic.com/4hdd0 - i love this girl so much, i don't tell her enough..bex i love you ",1,"['http://twitpic.com/4hdd0', '-', 'i', 'love', 'this', 'girl', 'so', 'much', ',', 'i', 'do', ""n't"", 'tell', 'her', 'enough', '..', 'bex', 'i', 'love', 'you']"
"@wx1gdave Well, something had to replace Jolt cola for the geeks of the world. ",1,"['@wx1gdave', 'well', ',', 'something', 'had', 'to', 'replace', 'jolt', 'cola', 'for', 'the', 'geeks', 'of', 'the', 'world', '.']"
"@tommcfly Oh, i cant watch it!!  xxx",1,"['@tommcfly', 'oh', ',', 'i', 'ca', 'nt', 'watch', 'it', '!', '!', ' ', 'xxx']"
I can't find any rabbits  http://bit.ly/47aW2,0,"['i', 'ca', ""n't"", 'find', 'any', 'rabbits', ' ', 'http://bit.ly/47aw2']"
"@mileytati hahahahahaha ok, that so great  is cool that you don't hate me, because i don't hate you",1,"['@mileytati', 'hahahahahaha', 'ok', ',', 'that', 'so', 'great', ' ', 'is', 'cool', 'that', 'you', 'do', ""n't"", 'hate', 'me', ',', 'because', 'i', 'do', ""n't"", 'hate', 'you']"
i love vimeo so much more than youtube. props and kudos to anyone who uses them to embed for their sites ,1,"['i', 'love', 'vimeo', 'so', 'much', 'more', 'than', 'youtube', '.', 'props', 'and', 'kudos', 'to', 'anyone', 'who', 'uses', 'them', 'to', 'embed', 'for', 'their', 'sites']"
@mysphit thank you ,1,"['@mysphit', 'thank', 'you']"
computer problems ,0,"['computer', 'problems']"
AWWW Taylor &amp; Lucas has been confirmed   I find that adorable.,1,"['awww', 'taylor', '&', 'amp', ';', 'lucas', 'has', 'been', 'confirmed', '  ', 'i', 'find', 'that', 'adorable', '.']"
being a localite is such a disadvantage. you don't have life at all. screwed up in this travel ,0,"['being', 'a', 'localite', 'is', 'such', 'a', 'disadvantage', '.', 'you', 'do', ""n't"", 'have', 'life', 'at', 'all', '.', 'screwed', 'up', 'in', 'this', 'travel']"
trying to watch dollhouse online. its not working ,0,"['trying', 'to', 'watch', 'dollhouse', 'online', '.', 'its', 'not', 'working']"
Housework on a nice day/..wahh ,0,"['housework', 'on', 'a', 'nice', 'day/', '..', 'wahh']"
"@Corrine_MaGomer LOL. You are right! Should have been the fajita meat, tho. @JanetRN &amp; I really wanted the fajitas! ",0,"['@corrine_magomer', 'lol', '.', 'you', 'are', 'right', '!', 'should', 'have', 'been', 'the', 'fajita', 'meat', ',', 'tho', '.', '@janetrn', '&', 'amp', ';', 'i', 'really', 'wanted', 'the', 'fajitas', '!']"
@chesshirecat Have a great a great ride today. I am hearing rain bounce off the windows here ,0,"['@chesshirecat', 'have', 'a', 'great', 'a', 'great', 'ride', 'today', '.', 'i', 'am', 'hearing', 'rain', 'bounce', 'off', 'the', 'windows', 'here']"
Feels quite sick. And appears to have lost the shoes she wants to wear. ,0,"['feels', 'quite', 'sick', '.', 'and', 'appears', 'to', 'have', 'lost', 'the', 'shoes', 'she', 'wants', 'to', 'wear', '.']"
PLEASE makes toady's meeting peaceful  #iranelection,0,"['please', 'makes', 'toady', ""'s"", 'meeting', 'peaceful', ' ', '#', 'iranelection']"
"up... having coffee, Saturday gig today...  Good thing too... cuz were outta bread!!! lol...",1,"['up', '...', 'having', 'coffee', ',', 'saturday', 'gig', 'today', '...', ' ', 'good', 'thing', 'too', '...', 'cuz', 'were', 'outta', 'bread', '!', '!', '!', 'lol', '...']"
im new to twitter ,1,"['i', 'm', 'new', 'to', 'twitter']"
@jo_jo_ba maybe we should get Kate and Jon...WHo Cares? T shirts? I have 8 kids..No one has offered me a reality show and a tummy tuck. ,0,"['@jo_jo_ba', 'maybe', 'we', 'should', 'get', 'kate', 'and', 'jon', '...', 'who', 'cares', '?', 't', 'shirts', '?', 'i', 'have', '8', 'kids', '..', 'no', 'one', 'has', 'offered', 'me', 'a', 'reality', 'show', 'and', 'a', 'tummy', 'tuck', '.']"
has dissipating heart bubbles escaping from her skull.  Bad night  hoping tomorrow will be better. with a painting involved.,0,"['has', 'dissipating', 'heart', 'bubbles', 'escaping', 'from', 'her', 'skull', '.', ' ', 'bad', 'night', ' ', 'hoping', 'tomorrow', 'will', 'be', 'better', '.', 'with', 'a', 'painting', 'involved', '.']"
"My allergies are kiiiilling me today. I can't breath which means I can't taste.  Oh well, it's still beautiful out!",0,"['my', 'allergies', 'are', 'kiiiilling', 'me', 'today', '.', 'i', 'ca', ""n't"", 'breath', 'which', 'means', 'i', 'ca', ""n't"", 'taste', '.', ' ', 'oh', 'well', ',', 'it', ""'s"", 'still', 'beautiful', 'out', '!']"
